,ytID,transcript,confidence
556,VgAZTjY2hns, I'm going to have this on Monday I said I don't like trying to trade a can of lentils for a can of Olives actually went and I got some candy for them it's a distant Compass everything I love about my kids they're weird they're funny they're out there totally out there and even though they can be little butthead sometimes at the end of the day they're just they're very genuinely sweet kids so if you want to try this I would highly recommend it if it was awesome for us and if you want you know Chester kids and let go of the reins little bit I would highly recommend it not only will you learn that there are more fun ways to spend quality time together I think it will help you realize just how sweet your kids can be cuz I said it for me  birthday I'm Hannah a semi okay cool mom and if you try this experiment,0.8972894549369812
557,VkW54j82e9U, surface  all the planets in the solar system including the Earth orbit around the sun  intern the solar system orbits around the center of the Galaxy in which we live in the Milky Way  it only takes the Earth one year to complete an orbit around the Sun but scientists estimate that it will take the sun about 230 million years to complete an orbit of the Galaxy  since ancient times humans have understood how important the sun is for life on Earth  without the energy provided by the sun's radiation the Earth would be dark cold and uninhabitable  although it has been study for thousands of years there is still much to learn about the Sun  I hope you enjoy learning about the Sun the center of our solar system,0.972992181777954
558,VvTWILI2orE, to watch anime single can I get a new faction today  I'm so sorry  trash bag decompose,0.8526285290718079
559,Vyi8MLHekO8, and I see another one Stephen King's it as a family film there's one I'm Sleepless in Seattle is like a psychological Thriller where it's at Meg Ryan is a stalker yeah that's a good one that's pretty good so I thought it was the original guy again Robert trying hats off to you sir you're starting a true internet sensation  all right and next we have a really cool story I found this yesterday and it warms the cockles for sure because a man named Dan Stevenson in Oakland in the East Side neighborhood in 2009 he's not Buddhist he's not religious even but he built a purchased a 2-foot stone Buddha and installed it and a median strip in his neighborhood that was kind of a rough neighborhood lots of prostitution and drugs garbage dumping in graffiti and I had a pretty profound effect and what's crazy is it worked yea to an extent it said dance Steve Stevenson said in this articles for,0.9552958011627196
560,W8y5iNhk_OA, continue to exist. List price life purpose why are we here so I'll respond in this world to do how did I know that I was going to be dude hey what's up man it's just the game game what game are you talking about you were just playing Minecraft Minecraft I don't play Minecraft that's for little kids and the graphics are so bad and I don't want to get into this again because I'm trying to watch my 49ers play It's the bottom of the ninth Bases Loaded we're down 3 and just keep it out okay how did I know that I was going to be interrupted these are all questions I'll never know but maybe just maybe maybe that's okay  your graphics suck  49ers take home to Bonner Lake,0.6738906502723694
561,WF2y_HSA2I0," except the time she was working at the government spy turns out field work as a great cover for Gathering intelligence information  throughout his travels collecting amphibians and reptiles for his research Taylor investigated a murder in Manila war crimes in Malaysia started out Mercury deposits to be used in American ammunitions in World War one and even gather Intel on the fate of grand duchess Anastasia in Russia as much as Taylor valued the chance to travel the world who study reptiles and amphibians the Spy work took a toll on his mental health Taylor reportedly sprinkled flower on the floor of his office to deter snoops during his long absence is he became increasingly paranoid and racist over the years but his scientific contributions were vast he described hundreds of new species and collected more than 75,000 specimens from his Decades of field work unfortunately due to habitat loss and number of the species he collected can easily be found in a while today but thankfully he deposited specimens just like this",0.9700257778167723
562,WMosPBa7iA4," I'm taking a picture with my baby brother and I have to be in the school bathroom I don't know I don't have it  we hate math what is a mathematical concept  what are you doing down there I know my boy  so not you  what the fuck is ask me that you know you are a weenie what the hell  nosey people lately  we're going through so many different hair colors in there yeah what the hell are you two before YouTube thing  Mama, do you think I should do",0.6918560862541199
563,WOQhduHFp2I, he's now falling from 290 ft instead of 300 be reaching the speed of 137 feet per second just before impact. County air resistance is the equivalent of crashing at 94 miles per hour into a wall with a door in front of it the only thing that could save her is flying but that power comes with its own scientific issues if you could fly what you must do is fly up to her start flying down at the species falling hold on to her then gradually slow down until you come to a complete stop this process requires a lot of cushion space between the point she starts falling and the ground every second you waste on changing into your superhero costume and flying up there a height or head is getting that much closer to the pavement if she's falling from a high place and you can't get to her until she is only a few feet above the ground there's really nothing you can do other than Magic,0.9490681886672974
564,WP0FSwK8RMI, innate abilities and unscalable 20 minute long Pokemon beauty contest that will make you question your life choices sanity and sexuality why am I doing this football Nintendo giveth Nintendo take it away for no reason as those new features are countered by the removal of the day-night cycle rechallenging trainers and transferring Pokemon from previous generations making the 251 you spent years collecting completely useless in the first and only Pokemon game where you literally can't catch em all sorry kids I know I joke here that's just that's just really job starring 22 fat ass new Pokemon and 113 others who were just kind of whatever but since I'm paid by the word we're going to do them all again say 15% or more by switching to treat go last of the Grove Elkins East Sceptile dysfunction popcorn chicken original recipe 420 Blaze again I heard you like memes,0.9743469357490541
565,WV-r8hMSFfo, so I asked for this for Christmas and it's only on Christmas and I'm boring so I'm really grateful about my aunt's cuz at a show right now  it's going to be  now I have one of these couple years ago and my uncle  what saying put your Chia Pet in water for an hour  give me I can't do night  looks like ain't you just let me stick it in your Steam  and they put your scenes all over your cake so I'm just going to keep doing it and don't let me know and I'll show you the Phoenix project  I'm going to be finished,0.8337405323982239
566,WWUYhjT0NUg, Katie  iFile surprise  we have another goal  it's Cleo Cleo has really blue eyes too and she's wearing purple eyeshadow but my favorite part about this figure are actually her accessories her necklace and her bracelet or of course matching but her necklace is this like snake looking thing that is very clean for you  okay guys that's the end of our video that you enjoy it if you did quit the thumbs-up button below or the like button comment in the comment section letting me know who among I want Monster High characters is your favorite have you subscribe to our Channel yet we would love it if you do this is SE for toys unlimited goodbye,0.9551497101783752
567,WWofVmtfys4, women the musician to women musician we are subjected to a lot of Uninvited commentary about our appearances or feedback about we look like on the internet how do you rise above the noise learning curve and when I started playing in the end I know we've been in bands that played in clubs and their I'm in that much attention on them so I was just dressing in the way that would normally being how I felt comfortable then in this band there was a lot more critiquing focus on those kind of things and then that made me very uncomfortable because I felt like I didn't want any beautiful cousin that I wanted to book them to focus on what we were making what we're doing and you can basically trace it in the pictures of the shoes like I start wearing like Doc Martens and boots and then I eventually I'm wearing like shorts and a t-shirt and then I go back up on the other side I think at the time it was what I needed to do to make me feel more comfortable but then I get a little aggravated because I look at it as I was basically just trying to like,0.976042866706848
568,W_WCWLe9nbw, how do you practice kissing is not on people without being lights into you so I like to start with smaller item like listing would be a small item so here you can take a lint very simple around the object  pretty girl are you a girl  everyone's mouth science different so you start with the smaller ones and work up the bigger one step up item would be much as you can see it's a perfectly good sign if it's a little bit bigger than the lipstick  what's around it,0.9476221799850464
569,WbJN76qXWXY, McDonald's  I'm leaving I'm picking it up  right on  take a memo  a McDonald's near the amount Bonnie I ran out,0.8185022473335266
570,WfdHwBd4-A4, back something on the floor  I'm going to take a quick shower and then I could see you think you could miss you. There is something for the next two box and we went to go and look at you disappear  oh my gosh before she put on your way home  oh my gosh can you say that it's the map from slendrina the forest on a 1995 but she has another game who's singing in the forest from that game around  come find me slendrina  oh my gosh  quintuplets,0.7936307191848755
571,WlnOdlbUnF8, what is it with you guys in phallic objects on this freaking challenge pickles bananas wieners I'd like why objects are funny Brandon okay let's do it beautiful I love you I love you,0.8650394082069397
572,WuyPuH9ojCE," turned out less sensitive distress because their brains developed more cortisol receptors which stick to cortisol and dampen the stress response the pups of negligent moms had the opposite out, and so became more sensitive to stress throughout life These are considered an epigenetic changes meaning that they affect which genes are expressed without directly changing the genetic code of these changes can be reversed if the moms are swapped but there's a surprising result the epigenetic changes caused by one single mother rat were passed down too many generations of rats after in other words the results of these actions were inheritable it's not all bad news though there are many ways to reverse what cord is all dusty or stressed brain the most powerful weapons are exercise and meditation which involves breathing deeply and being aware and focused on your surroundings both of these activities decrease your",0.9506388902664183
573,WwajnstQrlo, pewter absorb the Appalachian punch making strong  show me doesn't stand a chance alright coder I don't want to have to bring them into this  do you know where their choice  little Jimmy what movie is this how did you steal one of my pokeballs what's happening to me. It I love you too  Cooter evolve into a halfway decent father that's right my family is Love Has Broken through my stone-cold extinct,0.8886078000068665
574,Wx0Ks9nFc-Y, screaming  how do you not know  cuz I told you I didn't tell you you're feeling really like  what mood  are the great random present on my behalf  oh my God  Stevie Ray Vaughan I'm sorry  spirit,0.908730149269104
575,WxSjyrvZqd0, using a spoon scoop a little bit of ice cream in the each Bonbon a good tip here is not overfill your trade it's tempting though it's pretty hard to put a little ice cream in the middle and leave some room on the top for the candy melt I know what you're thinking leaving room it's really difficult I have a hard time doing that even when I'm eating dinner I'm like bro you gotta leave room cuz for dessert so if you have the ice cream in the little mold pop back into the freezer again once more for 10 minutes and while you're waiting how would treat freezer and before it melts we're going to end the final layer which is going to steal are bonbons the scoop a little bit of your melt on top then I'm using an offset spatula to just smooth it out and take off the excess candy,0.9699211120605468
576,Wy6eUTLzcU4, date to see a product demonstration so we're just basically looking for emotional reactions to certain products we're not quite ready to go yet so we as you can see you have these surveys go ahead start filling them out take all the time you need with them I am going to go get the product and just throw it together and then we're going to begin some get everyone cool thanks here's the thing though everybody but one of these people wasn't in on it we gave her a 10 minute window where she could offer to help let's see if she comes to my rescue  we repeated this a few more times with varying results  Kellogg,0.5955179929733276
577,X02VdHUabMI, patterning and how you can wear like cute bralettes under it and style it really nicely I got the famous onesie that everybody rock that has like the detailing in the events of the top it's long sleeve it's just you know a plane like it's this is kind of one of those Staples so fell in love with that love it to death I love this type times a million years was top right here what is it saying it says blossoming with age this is like the cutest top I freaking love it is very comfy to like the cotton is really really nice also got another see-through top I know you guys are like what is what you meant see-through tops I don't know I love bralettes SoDo neck long sleeve black see-through top comfy is kind of thing but I mean it is see through so that's the point he slapped  so now I'm going to go into free people because I only got one thing from there I've been looking for these cans everywhere,0.9028822183609008
578,X1s_uRuZfzY, none of that either you get to eat on Tuesday that's right our product is be sure fire way to just not eat for a little while unlocking your body's a ancient Evolution took an extra pounds of your hunter-gatherer ancestors did or just 599 per year you can unlock your Pantages but that's right just being hungry get ready  dining almost never works research tells us eating less and exercising more can help you lose weight at first but those pounds rarely stay off now some experts think we should focus Less on what we eat and more on how often intermittent fasting has become one of the hottest dieting fans out there to help you suggest skipping breakfast everyday I won't others recommend eating only 5 days a week limiting yourself to less than 500 calories on the other to 36 hours am I,0.9475710391998292
579,X2WPJCnBPnI, translate this please  please forgive me for the way I acted like I had too much to drink on Friday,0.926823914051056
580,X3uT89xoKuc, i c plates making it the perfect home for wildlife vegetation like like it boss and algae have adapted to life above the ice along with a few different types of seabirds including one of the most popular in Antarctica the Penguin and below the ice are some of the most amazing and diverse Marine Wildlife on the planets including seals octopus and whales making Antarctica one of the best places for scientific research Johnson's of countries from around the world have set up their own research stations here studying everything from climate change to meteors from outer space it's the harshest environment on the planet cold dry Barren but scientists and explorers have been braving this continent since the early 1900s and there's still more to discover under the ice and snow of Antarctica,0.9783592224121094
581,XB7G9473OcI, go in with my Clean & Clear cleanser and just cleanse my face and I like the scrub it and just make sure I'm getting all the nastiness boss of my face and I can just go in with my moisturizers and just go ahead and add moisture right back into my skin so next I have been using this basically to grow out my eyebrows I'm just going to apply that to my brows another pampering thing the light to do is take a bubble bath it's just so relaxing and in the bubble bath I like to do a facial sometimes just so you know take care of my skin as usual trying to get it back and laughing and the next thing that I to do is just kind of throw on something really really like relaxing sorry I got tongue-tied I got this sweatshirt from a really cute Instagram page that has great.,0.9668306708335876
582,XBK9oHA0A40, are we about to win these million billion dollars for each of us are we going to do some like crazy last killer some dinner  I see it I see it  I mean I'm not going to be at me real quick  pictures of fleas,0.9398601651191713
583,XBcLRqxqSuo, no but I have restroom at my house or I just came straight from ohmygod I was just talking about how much I respect the film industry thank you for your service  so hilarious  pass me some super glue for these deal-breakers right now biggest leech ever  some people are too hot for your irrelevant requirements with a face like that put a stroller in my hand and call me stepmom boy getting up and because I was such a lease now I'm naturally think everyone else is off,0.9380593299865724
584,XDLTHxKqkHI, what's a good one for me  I never done this before but I am a very good Chef so I think this will be good for me  where's the cheeseburger cheeseburger  play only going to be in Mensa  what the heck  how to rain in order to get a cheeseburger what is this School open tomorrow,0.8502641320228577
585,XGNXkN2dUhM, compatible personalities and they always to pick you up when you press the button here's what I mean  she persisted who's got her feeling kind of down somebody else get her up she's going up so shut up Eleanor Auerbach Tulsa weather  today your bodies and thank you for watching this video and if you do please give this video a thumbs up my little hitchhikers and I'll see you guys next Wednesday when I see what you did there,0.8959872722625732
586,XHarZFMCdNo, call gang make sure you smell that shit right I break down them trees  the average  rise of my change a ride imma kill it for tonight for 9 for tonight  guys man think I so much for actually listening to my song,0.924826979637146
587,XKhl2QQUCOs, and it comes out in your urine translate propofol can also turn pee white or pink biologists aren't entirely sure how that works but they think the pink urine happens because propofol can make your body produce more uric acid which can turn urine pink can make your urine green is methylene blue which is used as a medical Diane to treat certain blood disorders is with the yellow you're a chrome your pee can come out a lovely shade of st. Patty's Day Green because of your natural Europe from having truly bloopy is more rare but it does happen in people who have a genetic defect that prevents them from absorbing the amino acid tryptophan disease is often spotted early in life it's known as blue diaper syndrome what bacteria break down the extra trip to fan the baby can't absorb and eventually it gets converted into a molecule called in the cabin and again it hits the air it turns into Indigo dye and voila a blue diaper so there is no such thing as truly purple urine but there is,0.9607710838317872
588,XRJBZIQrQAY, orders electronically and then they go out buying and selling for their customers  individual supposed to be responsible for everything and know exactly what's going on anywhere on the floor individuals really work as teams where did explain some of the specialized terms of people here used for example the bid is the price someone is willing to pay for a stock he asked is what someone wants to sell it at also called the offer this case right now IBM has a bid of $126.35 and it's all for that $126.37 so somebody is willing to pay 120 6:35 some really someone is willing to sell it when he fought 126 37,0.9551075100898744
589,XVA8c5uY7v4, bunch of chemicals are stealing all behind  I don't want to be around the ball today in the meeting,0.750050961971283
590,XZIY0wZe4DQ, tolerance policy they might get the impression that this is just the way it is like a blanket 100% of the way it's being handled but we found the fence to lay all of this is unfolding  one man from Guatemala 30 years old he is arrived on on June 5th one of the lucky ones he and his son cross the Rio Grande a week ago in a raft the border illegally just like all the other folks were being brought into the federal court them and ask them where you ever separated from your child no I wasn't sure what I was talking about  I visited a immigrant children shelter in Brownsville Texas,0.942022442817688
591,XdPCRl8I3wU, net net net net net  when I can hear you  I still can't hear you  hello I can't hear you are you serious I can't hear you cuz I was like we should go again hello hello  hope you enjoy the video I love you so much. If you like this video a thumbs up,0.8461014628410339
592,Xiu0HjXM2dE, my girlfriend don't party for my mom to donate $100 to the Charities and also my uncle Dawn needed $2 so now it's my turn to donate by dumping water on myself because I love charity work I love making a difference and somebody dumping water on myself I'm helping people  Germany but not this bucket and smarter and I'm tested it with my finger and it was really cool and the water and filled it with more water  for charity in French irony,0.7956995964050293
593,XjReHeBMN34, don't have to go in his long hair long hair girl short hair in her billing  is that your triangle  so here's the final pills when do tonight  I was just so you know this is two people to one person hands to feet  how many hands and feet do you have one person there hugging themselves  that's the yoga challenge  I think you can do it I'm not doing that one it's all you,0.971451222896576
594,XkqQ52OP9so, and it's a very forceful blast codename Cuban Pete's accelerating plasma Blaster and what it does is the particle accelerator here too just under light speed and then they shoot forth out of this little grading down here and they are in a large meme of Life lines them coming out from this part of the Galaxy my cell phone provider for the next 2 years,0.8453667759895325
595,Xtc0LQuA3z4, so began a period of nearly a thousand years of pyramid building in Egypt  after the first step pyramids were constructed a pharaoh named snefru decided that he wanted a smooth sided pyramid for his tomb this proved difficult to accomplish and stuff you had three pyramids built before he was satisfied  this third pyramid The Red Pyramid is believed to be the first true Pyramid built in Egypt  the pharaoh who followed snefru Khufu decided to build his own pyramid bigger and better than the Red Pyramid  the result was the Great Pyramid of Giza the largest pyramid ever built  construction of the Great Pyramid likely took between 10 and 20 years  it was originally 481,0.901997447013855
596,XvUHcsZOhJ8, unnerving transformation befell the spinner Arachne  Arachne was the daughter of a Tradesman who spent his days dying cloth the deepest shades of purple she had a flair for spinning the finest threads weaving them into flowing Fabric and creating magnificent tapestries  people flocked to watch her hands flying across her Loom as if thread sprung directly from her fingertips  but as praise for her work grew so did her Pride Arachne could often be heard boasting about her skills declaring that her Talent surpassed anyone else's mortal or divide she refused to see weaving as a gift from the gods rather she flaunted it as her own personal genius unfortunately the goddess of wisdom and crafts Athena overheard Arachne making these claims planning to teach the ungrateful,0.9659410715103148
597,Y1oaFtpGKuM, process and how much do you sort of lead up to Nature our final product were looking for as many different interesting flavor and Aroma profiles as possible we don't use lab cultivated single strain of you really feel like the use of a mixed culture that has many different organisms in 1/3 all doing totally different thing really provides a more interesting Aroma and flavor profile to our beer The Melting Pot of kind of where does different orgasms come from so I know he's like sometimes you put things like fruit into your beers in the air it's on the fruit of the produce that you buy at the grocery store so we can actually take that fruit put it into live beer or beer that has living microorganisms in it and those organisms will work together to undergo another fermentation each Barrel is a completely different microcosm it down completely unique microbial population  what kind of little bugs are in this Barrel that are that are working on the beer right now so mostly sacrifices service,0.8828503489494324
598,Y5VkQO_mFx0, but not anyone else  I've never seen such a sorry-looking dining room  I just a week to turn the place around and that's a total order  Jesus Christ my toughest job yet  come to try out the food  looks like I'm dying alone not a good sign  Domino's what kind of selfie  deep fried Camembert,0.9202667474746704
599,Y6EhRwn4zkc, this is Cleopatra the Egyptian queen who's Laura d'affaires destroyed to of Rome's finest generals and brought the end of the Republic your honor this is Cleopatra one of the most powerful women in history Who's rain brought Egypt nearly 22 years of stability and prosperity why don't we even know what she look like most of the art and descriptions came along after her lifetime in the first century BCE just like most of the things written about her so what do we actually know Cleopatra the 7th was the last of the ptolemaic dynasty a Macedonian Greek family that governed Egypt after its conquest by Alexander the Great she ruled jointly in Alexandria with her brother to whom she was also married until he had her exiled but what does all this have to do with Rome Egypt had long being a Roman client State and Cleopatra's Spa,0.9681401252746582
600,YFZS3Vh4lfI, and more like tiny bits of confetti floating in soup that soup is bad news for what lives there which is ironic since plastic was invented to save animals during the 19th century the demand for Ivory billiard balls decimated elephant populations forcing chemists to look for a synthetic alternative they found it in 1907 Bakelite the first synthetic plastic of course the real boom didn't come until the mid-twentieth century just one liners  yes sir  Plastics modern Plastics are so strong that is 60 G jug can carry four kilograms of milk but despite being so durable plastic is also cheap so cheap that much if it's designed to be used just once you know what it ends up in the trash can or better yet the recycling bin every year more than 8 million tons of plastic waste,0.9337875247001648
601,YLY7oB_fttM, Washington physical geography  if you look at a satellite map of Algeria you'll notice that pretty much the only green part is in the north by the tell Atlas mountain range that has a somewhat mild and weather climate and even though this region only takes up a small slice of the entire territory of Algeria it is so crucial to these people only about 3% of his land is terrible that's not enough for them to sustain themselves agriculturally and to this day about 45% of their food comes from Imports Saharan Desert if you really look at this region you'll notice communities in towns like where they are actually kind of thriving and flourishing the reason is because like many other people groups in the Sahara these people have mastered the art of desert agriculture you might see these skidmark looking things right next to the town you might ask yourself what are these things,0.966038703918457
602,YQ1uSKPrcy8, this will help with  how to reset your Apple ID password I feel bad cuz I can hear her in the background on this beautiful vertical fashion there is the new Quantum flash in the center's this helps even out all the photos when you're using a flash  how much better place the picture quality was good  align I think it looks good look that doesn't look amazing I just looks nice try the front-facing flash see what that looks like I don't like flash I hate people.,0.9053909182548524
603,YZfi89JiXKM, classified along with the other similar small bodies as a dwarf planet  Pluto is small with a diameter of only 2/3 that of Earth's moon and is made of Rocky ice  astronomers believe that it is about 2/3 Rock and 1/3 Water Ice  even though Pluto is small this much ice represents more than three times the amount of water in all of Earth's oceans combined  Pluto is the largest dwarf planet in the solar system but not the most massive that title belongs to Aris  I'd like the gas giants of the outer solar system Pluto has no rings but it does have a thin atmosphere made mostly of nitrogen with small amounts of methane and carbon monoxide,0.9774173498153688
604,YkI2diqIrU4, have you been you want to do like just enough so that you're cracking only one half of the show and strip it and just let her need them eat it just like bull kind of pulling me to is on a shell but keep the shell on your hand and just butter to the meatballs ready to have you do it  when they first start getting solid food they don't have any coordination with their fathers yet so they actually have to put it right into their mouth  I'm fixing to her  can I have the ability to learn quickly on the Wild Side  can you go see if we. She's just learning how to die there she go,0.8314001560211182
605,YmOskiUxTAU, out of her womb 10000 BC me a little bit older this is probably 9997 BC he's taking away my game boy taking away your game. So this is her this is a Game Boy Color and I really love that game what color are used to play advanced yet but you can actually see the color of your Tetris blocks of seems like pretty good I mean this is me right here I have found the power flame okay and I'm controlling fire yes and I burn down my Village you burn down your own village wall mounted your game boys are you looking at my I swear I wasn't mines in clear like view of your know I took more creativity of mine because all of my women are pink and I am black,0.9533157348632812
606,Yno5PdJZ71c, can be able to do whatever it is they want to do with sour has me worried about financial Derek thank you screw up because as long as you love them unconditionally no matter what it's it's all going to work out  I think that you sound like you are about 46 Richie sounds Italian to me thinking black hair little beer belly not a cake I think he's originally from New York he has a Brooklyn Edge I think he's doing the California themed I would say shorts maybe it might get a loafer on I know Sox talk probably about 5758 maybe I believe that she is Caucasian with green eyes,0.9561675190925598
607,Yt3VB-7juiY, design cost you any body parts at all just cash and did we mention that the cardboard is completely customizable of course we have and we're only had that part now the cardboard is completely customize you'll never have the same razor selection of colors such as brown yellow or blue all mixed together to create a nice prominent brown but that's not all as well not to mention the headlights and taillights to so how does it work does it really work with the answer is simple definitely maybe it might what makes things worse moving to the cardboard indeed works by gravity is in space because I've been having a really hard time,0.970849871635437
608,Ytt5l3Btyj4," is this Dave guy, wife of Layla transfer Safari it's very specific Safari with an expert and with you with useless information I paid extra for this significantly better than the zoo I guess it goes without saying for some reason but I had a negative connotation of safaris I mean I feel like they used to shoot animals in Safari there's all kind of safari in the news being you know Trump June",0.9160029888153076
609,Yv3EMq2Dgq8, doesn't work like other forces like gravity which is stronger near massive object and weaker as you get further away I said the Color Force acts on quarks as though the glue on Exchange were forming rubber bands between Works can move around inside the Hadron but if they stray too far away the Color Force becomes very strong and Yanks them back with an enormous Force observed floating around by themselves y34 hadrons protons in particular are extraordinary stabilizing right well I'm not done because the strong force is so freaking strong that a residual effect of this is that it's able to hold the whole nucleus together and that's what we're going to cover next time while you're not flying apart right now so that's great if you have any questions which God I do but she's asking. In the comments or on Facebook or Twitter suggestions for episodes as well we'll see you next time,0.9652680158615112
610,Z2S79ea7ct0, April  is seriously injured but come on I know we can take it for 10 year old fart has quite the affinity for explosions come to think of it as more of an affinity for explosions than any sane human touch point now. It was an amazing episode in the end though it's part sentimental apology that brings home her back with the power of Parental Rage of course  number to testing testing some self in a room full of megaphones you probably know where this is headed he puts together a line of megaphones and licks his lips to show his appetite for chaos before causing mass destruction and annoyance throughout the town with a single word  the moment was so popular it garnered attention among fans and YouTubers resulting and a handful of remixes a fan even tested the scientific,0.9620822668075562
611,ZD037VSAG2I, reinforced audience Behavior simply because those with authority are requesting it not because it is a natural reaction but because it can be and historically has been socially imposed  so what's the future of Applause well last week I hung out with the guys from Grand Illusions really fascinating Channel and they pointed out something strange  how many times have you listened to your favorite song  probably quite a few right you've listened to songs you don't like plenty of times but as recently as 150 years ago people only heard their favorite Symphony maybe two or three times in their entire life if you wanted music you had to go to a concert or pick up an instrument or sing,0.959328591823578
612,ZEW0tYHshfM," that's what's going to happen to my phone and I think that sounds incredible let's get started. Swinging Strike Team  foot peeling pack perorin it in Asian so I don't know what it seemed to me but I'm assuming it's just seeing if you're really liking and Freud  how do I test my grenades check this out Vine I get to wear these shoes honey  oh my gosh, slimy now there's no instructions on how long you're supposed to deal with it so I'm just going to have a dance party and then after dance parties all over the world",0.8930094838142395
613,ZGZ29v90FKk, good character knows yeah that's what the boys want  is going a little hi sweetie  what are we doing it right now  it's all over for You Halloween  you better watch out you're going to have a face tattoo is it doesn't hurt at all don't know her,0.8734368681907654
614,ZKFQTPfHZJM, he told me on the phone  ruining my voice  who is Bree don't you ask for an eyebrows on fleek so I'm going to do it so I have a branch and I went teach you how to do I'm going to dip their brunch in this,0.9285292029380798
615,ZKLW_p8MBGM, it's so fancy  I hate this so much it's so perfect right now like look at that it's not even use and it's just coming back this is just like me so uncomfortable  oh this is like what 18 or $23  looking like a week 2 weeks 3 weeks of this is like a month now  I just don't use it to cover up something  it's perfect like nails on chalkboard for Wii soft and silky,0.7131099104881287
616,ZLgycRLHPO8, Chargers if you are on the go reviews that I've seen they said that you get about 3 hours if you're playing Zelda breath of the wild handheld style using any type of USB C you'll pretty much be set to go and you can play as long as your battery doesn't run out so thank you Roxanne video If you haven't seen that yet feel free to go check it out what's going on behind me she Love Stuff a lot of cords a lot of cables and yes I know my cable management sucks every done it so many times and then as soon as I plug something else and it just the kids here I haven't connected yet you can get firewire converter so that I can use this Mac monitor to Starbucks because clearly how do I survive,0.9675657749176024
617,ZMSbDwpIyF4, on this left right structure but problems arise when we overextend that idea to logic and creativity  this misconception began in the mid-1800s when to neurologist broca and Wernicke examines patients who had problems communicating due to injuries  the researchers found damage to the patient's left temporal lobes so they suggested that language is controlled by the left side of the brain that captured the popular imagination author Robert Louis Stevenson then introduced the idea of a logical left hemisphere competing with an emotional right hemisphere represented by his characters dr. Jekyll and mr. Hyde but this idea didn't hold up when doctors and scientists examine patients who were missing a hemisphere or had their two hemispheres separated these patients showed a complete range of behaviors both logical and creative,0.9754005074501038
618,ZQAABuIv8rg, remember some of the times that we spent together really sorry  look how about you just put that girl mask back on and we can just look past all of this and just start over  took a bite out of crime  hey guys thank you so much for subscribing click the video unless the check out bloopers and this apparently my hair is too thick and this popcorn stuck in any way to get it out is if you want to see every Walking Dead ever Keith makes a really beautiful Michonne  and if you can't put stuff on the screen.,0.8909061551094055
619,ZWDvGgfch30, hey Jammers got a question from Snowflake Sunny Spirit who wants to know what's the difference between seals and sea lions know those guys look pretty similar but if you look closely there's some real differences seals don't have any little ear flaps they just have little holes in their head where is sea lions you can really see their ear flaps sea lions are much better on land they've got strong long for flippers that allow them to screw around on land seals have stuff here for Flippers and they kind of move like inchworms so they're much less much less ajilon land and sea lions bark really loudly and seals 10 to grunt more and lastly seals are not a socialist sea lions sea lions like to hang out and thin groups seals are kind of more into smaller groups and they spend more time in the water,0.962009072303772
620,Z_7n8Odkoa8, how to making great sadness look at those lashes girlfriend  except that she can make weird faces like it more more more more Especial tell it right there and we have here a Shopkin blind baskets  we have our two blind bags and of course our flyer  take out what inside our first bag  sweet ice cream dream this is a chocolate ice cream with some little spray,0.9028171300888062
621,Z_F0JXipUTg, but the face is that hatchback to the Mind Banks  I love arcade so when I heard about this gig I was really excited because I get to play free games everyday  now I don't know about like leaning over being real like RK I mean working at real arcade I rather work in like a set fake arcade  yesterday,0.9034646153450012
622,ZgPFSvgf1p8, I would say you're probably 16 I would say like medium length hair I think probably white so I can be so off probably like a regular t-shirt maybe with stripes or blue color and there's like jeans adventure 16 to 17 years old you have blonde wavy hair I think you're probably Caucasian and you're probably wearing jeans with a plain black T-shirt I think you have a nose piercing I think you are 14 or 15 I think you have curly hair but like wavy sort of I think you might be Latino think you're wearing jeans I don't think you have stripes right there I think it's just like a plain T-shirt with maybe look out some words on it I think around like 17 18,0.8946633338928223
623,Zhr-5xHg1Ds, you found I can keep all this money money bartenders Keepers hahaha  oh okay I was just daydreaming  keep cool my Ubers here in 1 minute  weather thank you so much  Johnny's Sub Shop,0.7282394170761108
624,ZiYsz2gkneM, inspiration I'm feeling really really really good I have a great lines coming out of my phone and feeling so good and I'm driving down the highway in miles is moving me and that's when the sirens come on so I pull over but I feel fine because I haven't done anything wrong like I know I haven't done anything wrong I am just like high on love and the cop comes up to my window and he says drinking tonight I want no not at all I've been running a love poem that smile on my face probably look crazy anything and try to make up for the awkwardness and I said look for me like I'm writing a love poem I write this girl I love him everyday and you want to read it you should read the poem and you should sure when you step out the car  and now it's time to go worried because one I don't know why he won't read my phone because all this goes away if you read my poem in,0.9124464392662048
625,ZvrHL7-c1Ys, Texas formulating the foundations of The Big Bang Theory we're going in search of microwaves precisely and the range they heard they're mysterious static they suddenly realize what they had found echo of the Big Bang the splotches in the cosmic microwave background or tiny fluctuations in density just one part in a hundred thousand that day the universe just enough gravitational lumpiness to let little blips condense into bigger and bigger blips eventually seeing the stars and galaxies and Galaxy clusters that make up our everything this early picture is helps scientists explain why the universe looks the way it does today so whether you're basking in the young light of the Noonday sun or standing under the Ancient Light of the stars at night remember you're always bathed in the forever light of the cosmic Afterglow stay curious are energy currency is ATP like a token that gives you one play at,0.9633440375328064
